,accuracy,precision,recall,f1score,AUC,AP
ATP5G3,0.75,0.6160714285714286,0.6280788177339901,0.6210526315789473,0.6009852216748768,0.2951903568444922
B3GNT8,0.4722222222222222,0.3958333333333333,0.3909090909090909,0.3930789707187222,0.36727272727272725,0.28392384435487883
BAK1---Cluster1,0.6388888888888888,0.5653846153846154,0.5618181818181818,0.5630252100840336,0.6290909090909091,0.5092964028308856
BANK1,0.5833333333333334,0.375,0.3620689655172414,0.368421052631579,0.2019704433497537,0.7369082033209463
BASP1,0.5277777777777778,0.525,0.5247678018575852,0.5244755244755245,0.5232198142414861,0.47149172638572623
BCAT2---Cluster2,0.6111111111111112,0.48461538461538467,0.48214285714285715,0.4814814814814815,0.5267857142857143,0.34216761265909873
BEST3,0.6944444444444444,0.6477832512315271,0.6041666666666666,0.6067527308838133,0.6284722222222222,0.4661932609301031
BLOC1S1---Cluster1,0.75,0.7346153846153847,0.7040133779264214,0.712511091393079,0.6956521739130435,0.6050612338237756
BLOC1S2,0.8888888888888888,0.8436363636363636,0.8888888888888888,0.8615384615384615,0.9588477366255144,0.9876380611134762
BTG3,0.6388888888888888,0.44999999999999996,0.4629629629629629,0.4526315789473684,0.4032921810699588,0.2232796151478947
C10orf10,0.7777777777777778,0.7272727272727273,0.5925925925925926,0.5999999999999999,0.6090534979423868,0.37854445786134594
C10orf35---Cluster2,0.7222222222222222,0.7324414715719063,0.7151702786377709,0.7142857142857144,0.7956656346749227,0.8117657522779227
C11orf9---Cluster1,0.5277777777777778,0.5095238095238095,0.5097402597402597,0.5092221331194868,0.49350649350649356,0.6832037872895621
C14orf106---Cluster1,0.6111111111111112,0.4333333333333333,0.45384615384615384,0.4375,0.6423076923076924,0.4026088856852614
C14orf50---Cluster1,0.5,0.43846153846153846,0.44805194805194803,0.43749999999999994,0.5227272727272727,0.44559828456033956
C15orf48,0.5555555555555556,0.5510835913312693,0.5523809523809524,0.55,0.5777777777777778,0.5459967624967625
C1orf59---Cluster2,0.8333333333333334,0.4411764705882353,0.46875,0.45454545454545453,0.53125,0.926604371532608
C2orf3,0.6388888888888888,0.5416666666666667,0.5591133004926109,0.535253227408143,0.6206896551724138,0.2818919176062033
C2orf39---Cluster1,0.6111111111111112,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.5720164609053497,0.3441190136743676
C3orf14---Cluster2,0.5555555555555556,0.5541795665634675,0.5541795665634675,0.5541795665634675,0.5015479876160991,0.532178260193804
C3orf52---Cluster1,0.6388888888888888,0.5049261083743842,0.5038461538461538,0.49946524064171116,0.4846153846153846,0.28515997741804194
C4orf39,0.6944444444444444,0.6605351170568562,0.6666666666666667,0.6629787234042553,0.6180555555555555,0.5863060604578959
C5orf25,0.6388888888888888,0.6396103896103896,0.6331269349845201,0.6317859952793077,0.6996904024767802,0.7031137475153876
C5orf35,0.5277777777777778,0.5285714285714286,0.5277777777777778,0.5244755244755245,0.5216049382716049,0.48766565028411435
C6orf150---Cluster1,0.4166666666666667,0.4,0.39297658862876256,0.3937449879711307,0.4180602006688963,0.3266944242283609
C7orf16,0.5555555555555556,0.5625,0.5625,0.5555555555555556,0.496875,0.4627965642995635
C7orf46---Cluster1,0.75,0.6730769230769231,0.6851851851851851,0.6782522343594836,0.7283950617283951,0.5962060328119234
C9orf25---Cluster2,0.6666666666666666,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.7714285714285714,0.8235051328619225
C9orf64---Cluster1,0.8333333333333334,0.7354838709677419,0.6798029556650246,0.7,0.5862068965517241,0.5497180451127819
C9orf95---Cluster1,0.7222222222222222,0.6948051948051948,0.7083333333333333,0.6989966555183946,0.7777777777777777,0.7026075708061003
CA2,0.8888888888888888,0.8,0.9333333333333333,0.8392857142857142,0.9222222222222223,0.5981481481481482
CA3---Cluster1,0.6388888888888888,0.45535714285714285,0.4507389162561576,0.45263157894736833,0.6157635467980295,0.2673350041771094
CA5B---Cluster1,0.5833333333333334,0.537037037037037,0.5292207792207793,0.520851818988465,0.5454545454545454,0.6990430154391053
CAB39L---Cluster1,0.5833333333333334,0.46296296296296297,0.4653846153846154,0.46375372393247266,0.55,0.39142450142450147
CACNG2---Cluster2,0.6666666666666666,0.6461538461538461,0.6233766233766234,0.625,0.6266233766233766,0.6730717171096476
CALCRL,0.5277777777777778,0.53125,0.5309597523219814,0.5274131274131273,0.6222910216718266,0.6209722820067416
CAPG,0.6111111111111112,0.5809523809523809,0.5927272727272728,0.5785953177257525,0.6909090909090909,0.6180901490411059
CASP8---Cluster1,0.6666666666666666,0.6071428571428572,0.5833333333333334,0.5846153846153845,0.6909722222222223,0.5234162827912828
CAV2,0.3611111111111111,0.3666666666666667,0.36875,0.36061776061776063,0.290625,0.34354853961009924
CBLN2---Cluster1,0.5,0.5047619047619047,0.5046439628482973,0.4984520123839009,0.5882352941176471,0.5851465674054812
CCDC109B---Cluster1,0.6666666666666666,0.6363636363636364,0.6458333333333334,0.6387959866220736,0.5555555555555555,0.440509127171325
CCDC122,0.6111111111111112,0.5208333333333333,0.5267857142857143,0.5153846153846153,0.41071428571428564,0.2574536043034027
CCDC8---Cluster1,0.5555555555555556,0.4461538461538461,0.4461538461538461,0.4461538461538462,0.48846153846153845,0.28456080487921426
CCDC89---Cluster1,0.75,0.6870967741935483,0.6115384615384616,0.6210526315789473,0.7038461538461538,0.4609398272865765
CCL5---Cluster1,0.5,0.45535714285714285,0.46875,0.43750000000000006,0.4,0.5600598695645824
CCNA1---Cluster1,0.6388888888888888,0.6362229102167183,0.6375,0.6363636363636365,0.584375,0.7082684652715316
CCND1---Cluster6,0.75,0.6672727272727272,0.7053571428571428,0.6782522343594836,0.7410714285714286,0.8886425392568329
CCNF---Cluster1,0.5,0.5416666666666666,0.538961038961039,0.4984520123839009,0.5746753246753247,0.46564357888033536
CCR1,0.75,0.6872909698996655,0.75,0.6974789915966386,0.8080357142857143,0.5633172760210804
CD33,0.5833333333333334,0.537037037037037,0.5292207792207793,0.520851818988465,0.564935064935065,0.45865780828751324
CD4,0.8055555555555556,0.4393939393939394,0.453125,0.4461538461538461,0.53125,0.21958874458874458
CD40,0.6111111111111112,0.34375,0.4230769230769231,0.3793103448275862,0.38461538461538464,0.7283386878208801
CD69,0.5833333333333334,0.58125,0.5804953560371517,0.5804195804195804,0.5913312693498453,0.6201312798621734
CD74,0.5555555555555556,0.5208333333333334,0.5194805194805194,0.5183946488294314,0.5876623376623377,0.5541974742397674
CD79B---Cluster1,0.7222222222222222,0.6989966555183946,0.6989966555183946,0.6989966555183946,0.6956521739130435,0.8252694187662613
CD86,0.6666666666666666,0.6623376623376623,0.65625,0.6571428571428573,0.7375,0.7784291897908002
CD93---Cluster1,0.5833333333333334,0.47916666666666663,0.47044334975369456,0.46375372393247266,0.5812807881773399,0.36486743415314843
CDC42EP3---Cluster1,0.3611111111111111,0.3571428571428571,0.3611111111111111,0.3566433566433566,0.3148148148148148,0.4017609076818585
CDC42EP5---Cluster1,0.6666666666666666,0.6461538461538461,0.6233766233766234,0.625,0.5746753246753247,0.4804629323304153
CDK4,0.8888888888888888,0.8690909090909091,0.8690909090909091,0.8690909090909091,0.9709090909090909,0.9387380296471206
CDKN3,0.75,0.5606060606060606,0.5267857142857143,0.5171385991058122,0.5401785714285714,0.3036089037737111
CHAF1B,0.5833333333333334,0.3181818181818182,0.4375,0.3684210526315789,0.4027777777777778,0.2918299931268534
CHRNA1---Cluster1,0.4722222222222222,0.44181818181818183,0.45,0.43703703703703706,0.4593750000000001,0.5639478069154098
CITED4---Cluster1,0.6666666666666666,0.6623376623376623,0.65625,0.6571428571428573,0.784375,0.6694305688352455
CITED4---Cluster2,0.6388888888888888,0.5363636363636364,0.5446428571428572,0.5352532274081431,0.6294642857142857,0.39613704399888605
CLDN1,0.5,0.39583333333333337,0.36607142857142855,0.3769230769230769,0.22767857142857142,0.15962261186525892
CLEC4A,0.7222222222222222,0.7,0.625,0.6296296296296295,0.6805555555555556,0.7537222161877298
CLN6---Cluster3,0.6388888888888888,0.5653846153846154,0.5618181818181818,0.5630252100840336,0.5490909090909091,0.4729412504153617
CNTNAP2---Cluster1,0.8888888888888888,0.8768472906403941,0.8148148148148148,0.8392857142857143,0.7901234567901235,0.9095970670638909
COCH,0.6388888888888888,0.5740740740740741,0.5625,0.5630252100840337,0.6215277777777778,0.4321863959794994
COL1A2---Cluster1,0.5833333333333334,0.5833333333333333,0.5903010033444815,0.5751376868607396,0.6989966555183946,0.5997971198709469
COL6A2,0.5555555555555556,0.5518394648829431,0.5479876160990712,0.5428571428571429,0.5758513931888545,0.5815078404745099
COL6A3,0.6666666666666666,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.6603174603174604,0.7280993577654349
CPA1---Cluster2,0.4722222222222222,0.4772727272727273,0.478328173374613,0.46853146853146854,0.479876160990712,0.5118469523513076
CPNE8---Cluster1,0.4166666666666667,0.3952380952380953,0.39285714285714285,0.39374498797113067,0.4253246753246753,0.575279792560095
CRB2---Cluster2,0.6944444444444444,0.3787878787878788,0.44642857142857145,0.4098360655737705,0.5758928571428571,0.8377770118706164
CRIP1,0.5833333333333334,0.5666666666666667,0.5681818181818181,0.5669607056936647,0.6038961038961039,0.5348025866548954
CROT---Cluster2,0.6388888888888888,0.5049261083743842,0.5038461538461538,0.49946524064171116,0.5307692307692308,0.3477487415255957
CRYGD---Cluster1,0.5277777777777778,0.5154798761609907,0.5192307692307692,0.4962962962962963,0.5923076923076922,0.36424899025705476
CSAG1---Cluster1,0.5833333333333334,0.5551948051948051,0.5568561872909699,0.5555555555555556,0.6220735785953176,0.433393663431483
CSTA,0.75,0.39705882352941174,0.46551724137931033,0.42857142857142855,0.4039408866995074,0.7595466128703569
CSTB,0.9166666666666666,0.8958333333333334,0.9145454545454546,0.904170363797693,0.9745454545454546,0.9403069153069155
CTSZ---Cluster1,0.6666666666666666,0.6761904761904762,0.6718266253869969,0.6656346749226005,0.7244582043343654,0.6801059070617069
CXCR4---Cluster1,0.75,0.7175324675324675,0.7436363636363637,0.7242553191489363,0.7890909090909091,0.5501376149103422
CYB561---Cluster1,0.6388888888888888,0.5,0.5,0.49946524064171127,0.6026785714285714,0.3959972625413802
CYB5R1---Cluster1,0.6111111111111112,0.5555555555555556,0.5451505016722409,0.5418181818181819,0.5752508361204014,0.47526774745056105
CYB5R2---Cluster2,0.7222222222222222,0.6875,0.6458333333333334,0.6538461538461539,0.6527777777777778,0.7597898680935316
CYP27B1,0.5555555555555556,0.5555555555555556,0.55625,0.5541795665634675,0.59375,0.6485386158137119
CYP7B1,0.6388888888888888,0.6576923076923077,0.6269349845201238,0.6148148148148148,0.6687306501547988,0.6774838383105859
DAPP1,0.6666666666666666,0.66875,0.6666666666666667,0.6656346749226006,0.7561728395061729,0.7327867779658062
DDX43,0.5277777777777778,0.5166666666666666,0.5092879256965944,0.45696539485359366,0.6408668730650156,0.667239296103546
DENND2D,0.6388888888888888,0.5,0.5,0.4526315789473684,0.4930555555555555,0.691372311356327
DES,0.4722222222222222,0.41973244147157196,0.4166666666666667,0.4178723404255319,0.4097222222222222,0.3087602319085558
DSCAML1---Cluster1,0.3888888888888889,0.38888888888888884,0.3875,0.38699690402476783,0.478125,0.49319084414037756
DSG2---Cluster1,0.5277777777777778,0.5309597523219814,0.53125,0.5274131274131273,0.54375,0.4809351763545735
DUSP1---Cluster2,0.5833333333333334,0.5441176470588236,0.5095238095238095,0.4224598930481284,0.5873015873015873,0.5664810010313444
DYNLT3,0.4166666666666667,0.41640866873065013,0.41666666666666663,0.4162162162162162,0.38580246913580246,0.44927383854590985
EFCAB1---Cluster1,0.75,0.603225806451613,0.5714285714285714,0.5775749674054758,0.5714285714285715,0.8006048949444237
EHD2---Cluster2,0.4722222222222222,0.45238095238095233,0.4512987012987013,0.4514835605453087,0.5064935064935066,0.40630765521444906
EHD3---Cluster2,0.5833333333333334,0.5625,0.5571428571428572,0.5555555555555556,0.5682539682539682,0.608168282519868
ELOVL4---Cluster1,0.6388888888888888,0.3709677419354839,0.4107142857142857,0.3898305084745763,0.5714285714285714,0.2569045537795538
EMILIN1---Cluster2,0.6111111111111112,0.5451505016722409,0.5555555555555556,0.5418181818181819,0.51440329218107,0.7821665786357848
ENPEP,0.4444444444444444,0.4396284829721362,0.4380952380952381,0.4375,0.4253968253968254,0.5592728238282367
ENTPD2---Cluster1,0.5,0.48148148148148145,0.4860681114551083,0.4581939799331104,0.5356037151702786,0.5202079254570281
EREG---Cluster2,0.5833333333333334,0.5064516129032258,0.5032467532467533,0.46375372393247266,0.525974025974026,0.40829802735686976
ESM1---Cluster1,0.3888888888888889,0.375,0.3888888888888889,0.37142857142857144,0.38271604938271603,0.42250375584603755
ESPNL,0.75,0.5833333333333334,0.5738916256157636,0.5775749674054759,0.6600985221674878,0.2866075591075591
FAAH,0.4722222222222222,0.46904024767801855,0.46875,0.46853146853146854,0.43125,0.505683882930919
FAIM---Cluster1,0.5833333333333334,0.375,0.3620689655172414,0.368421052631579,0.3448275862068966,0.16290363971675625
FAM113B,0.6944444444444444,0.6851851851851851,0.6461038961038961,0.6486246672582077,0.6948051948051949,0.7844103111019586
FAM19A3---Cluster2,0.6666666666666666,0.3870967741935484,0.41379310344827586,0.39999999999999997,0.40886699507389157,0.1971359452872058
FAM26E,0.6666666666666666,0.7225806451612904,0.6095238095238095,0.5846153846153845,0.7301587301587302,0.708935861073792
FAM57B---Cluster1,0.6944444444444444,0.6272727272727273,0.6346153846153846,0.6302521008403361,0.5923076923076923,0.7980055536284677
FAM78A---Cluster2,0.75,0.7053571428571428,0.6672727272727272,0.6782522343594836,0.6763636363636364,0.7988414213595308
FAM89A---Cluster1,0.5555555555555556,0.3990147783251231,0.4254545454545455,0.40740740740740744,0.43636363636363634,0.27806352481092317
FAP,0.6666666666666666,0.5333333333333333,0.5230769230769231,0.5178571428571428,0.5576923076923077,0.33311111111111114
FCGR2A---Cluster1,0.6944444444444444,0.5740740740740741,0.5803571428571428,0.5764705882352941,0.6383928571428572,0.41387701067048893
FES,0.6388888888888888,0.45483870967741935,0.47307692307692306,0.45263157894736844,0.6,0.36078683700200725
FKBP9L,0.8611111111111112,0.8733766233766234,0.8560371517027863,0.8583792289535799,0.9628482972136223,0.9650273745861981
FLNB---Cluster1,0.5833333333333334,0.5,0.5,0.4957983193277311,0.45267489711934156,0.2497671053226609
FOXD1---Cluster1,0.6111111111111112,0.5927272727272728,0.5809523809523809,0.5785953177257525,0.6603174603174604,0.5150425894132988
FOXJ1---Cluster1,0.7222222222222222,0.6666666666666667,0.6472727272727272,0.6538461538461539,0.6545454545454545,0.5775432900432901
FSTL1---Cluster1,0.5,0.5,0.5,0.5,0.5308641975308641,0.5280939837464754
FUT4---Cluster1,0.5555555555555556,0.5183946488294314,0.5183946488294314,0.5183946488294314,0.4983277591973244,0.46876526881064084
FXYD1,0.75,0.7435064935064934,0.7380952380952381,0.7401764234161988,0.7841269841269841,0.7311373157493848
GALNT14---Cluster1,0.7222222222222222,0.7037037037037037,0.6655518394648829,0.6727272727272727,0.5585284280936454,0.6842543635101191
GALR1---Cluster2,0.5277777777777778,0.4309090909090909,0.42692307692307696,0.42857142857142855,0.46153846153846156,0.26145199990874524
GBX2,0.6111111111111112,0.6041666666666667,0.59375,0.5909090909090908,0.596875,0.5060963249241535
GCNT1---Cluster2,0.75,0.5193548387096775,0.5166666666666667,0.5171385991058122,0.5166666666666667,0.8427396534074764
GHDC---Cluster1,0.75,0.6851851851851851,0.6730769230769231,0.6782522343594836,0.6576923076923077,0.5374146645837823
GJB2---Cluster2,0.6666666666666666,0.5625,0.5538461538461539,0.5555555555555556,0.6153846153846154,0.8270898775363744
GLRX2,0.6666666666666666,0.4,0.4,0.4000000000000001,0.5222222222222223,0.18939868610921243
GNA15,0.5833333333333334,0.5833333333333334,0.5835913312693499,0.5830115830115831,0.6191950464396285,0.6633748749619712
GPR17---Cluster1,0.5833333333333334,0.5089285714285714,0.5066889632107023,0.4957983193277311,0.6956521739130435,0.8319493383957415
GPR17---Cluster2,0.6666666666666666,0.5151515151515151,0.5054545454545455,0.46798029556650245,0.509090909090909,0.3904377174905034
GPR180---Cluster2,0.6944444444444444,0.4032258064516129,0.4166666666666667,0.4098360655737705,0.29444444444444445,0.13300142442733975
GPR27,0.7222222222222222,0.5870967741935484,0.5555555555555556,0.5566502463054187,0.3827160493827161,0.6755160082732224
GRIN3A---Cluster2,0.6666666666666666,0.6555183946488294,0.6476190476190475,0.6493506493506493,0.6031746031746031,0.622582477971739
HCLS1---Cluster1,0.6666666666666666,0.6305418719211823,0.5886287625418061,0.5846153846153846,0.5518394648829431,0.6658067344162358
HCP5---Cluster1,0.6944444444444444,0.6961538461538461,0.6619047619047619,0.6629787234042555,0.7301587301587302,0.7567390500016984
HDC---Cluster1,0.6944444444444444,0.5303030303030303,0.5115384615384616,0.4837027379400261,0.6,0.38043388713719783
HEBP1,0.5277777777777778,0.5301003344481605,0.5277777777777778,0.5184893784421715,0.5339506172839505,0.49917410494290576
HIST1H2BJ---Cluster1,0.6111111111111112,0.5461538461538462,0.5416666666666666,0.5418181818181818,0.47569444444444453,0.3976419543482362
HIST1H4J,0.5833333333333334,0.5576923076923077,0.5476190476190476,0.5404255319148936,0.5015873015873016,0.49150280443157035
HIST3H2A---Cluster1,0.6111111111111112,0.5714285714285714,0.5925925925925926,0.5625,0.5802469135802469,0.4093328652332484
HOPX---Cluster1,0.8055555555555556,0.4142857142857143,0.48333333333333334,0.4461538461538461,0.6222222222222222,0.24302248677248678
HOXC10---Cluster1,0.5555555555555556,0.5018181818181818,0.5016722408026756,0.5,0.5551839464882944,0.4031967112644924
HPDL---Cluster1,0.7222222222222222,0.5666666666666667,0.5535714285714286,0.5566502463054188,0.6741071428571428,0.4466991341991342
HPS1---Cluster1,0.7777777777777778,0.5757575757575758,0.5369458128078818,0.535483870967742,0.5221674876847291,0.2383529169243455
HSD17B14,0.6111111111111112,0.4444444444444444,0.43349753694581283,0.4375,0.37438423645320196,0.28919457526600384
HSD17B7P2---Cluster1,0.6388888888888888,0.6125,0.6481481481481481,0.6017021276595745,0.5637860082304528,0.33573926073926075
HSPA1A---Cluster1,0.75,0.7181818181818183,0.7083333333333334,0.712511091393079,0.6909722222222223,0.5336029711029711
HSPB2---Cluster2,0.5,0.5,0.5,0.48571428571428577,0.5679012345679012,0.6018446879369347
HTATIP2---Cluster1,0.4722222222222222,0.4722222222222222,0.47213622291021673,0.47181467181467185,0.45820433436532504,0.5213197701906367
IER3,0.75,0.7053571428571428,0.6672727272727272,0.6782522343594836,0.6399999999999999,0.5776213641431033
IER5,0.75,0.6730769230769231,0.6851851851851851,0.6782522343594836,0.7777777777777778,0.5135643557363618
IFNGR2---Cluster1,0.6111111111111112,0.5953177257525084,0.5904761904761905,0.5909090909090909,0.6444444444444444,0.7557959883608565
IGF2BP2---Cluster2,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8950617283950617,0.882009065815489
IGFBP6---Cluster3,0.5277777777777778,0.521671826625387,0.5227272727272727,0.5184893784421715,0.6331168831168831,0.560297711794498
IL13RA1,0.4444444444444444,0.4218181818181818,0.43343653250773995,0.41558441558441556,0.3993808049535604,0.4728324826194642
IL15---Cluster1,0.5,0.474025974025974,0.474025974025974,0.474025974025974,0.5032467532467533,0.6728733770357694
IL15RA---Cluster2,0.5833333333333334,0.5981818181818181,0.5833333333333334,0.5669607056936649,0.5987654320987654,0.6141010877500295
IL1R2,0.7222222222222222,0.41935483870967744,0.41935483870967744,0.41935483870967744,0.5290322580645161,0.16098953677901046
IL1RAP,0.5,0.4581939799331104,0.4581939799331104,0.4581939799331104,0.5284280936454849,0.3786357304052404
IMPA2,0.6111111111111112,0.453125,0.4791666666666667,0.4375,0.44791666666666663,0.3440450437519918
IQGAP1---Cluster1,0.4444444444444444,0.4666666666666667,0.48125,0.3979933110367893,0.46875,0.5325526264092557
IRAK3---Cluster1,0.5,0.5812807881773399,0.5523809523809524,0.474025974025974,0.6412698412698412,0.7331433281847362
ISG20,0.75,0.603225806451613,0.5714285714285714,0.5775749674054758,0.7455357142857143,0.5203373015873016
ISYNA1---Cluster1,0.6111111111111112,0.5416666666666666,0.5461538461538462,0.5418181818181818,0.5846153846153846,0.3465402326431738
ITGB1BP1---Cluster2,0.75,0.6607142857142857,0.6481481481481481,0.6534759358288771,0.794238683127572,0.6083722377840024
ITGB2---Cluster1,0.75,0.6418181818181818,0.7166666666666667,0.653475935828877,0.788888888888889,0.5384615384615384
ITGB3,0.5833333333333334,0.5568561872909699,0.5551948051948051,0.5555555555555556,0.6136363636363636,0.4890247821536642
ITGB5,0.7222222222222222,0.40625,0.43333333333333335,0.41935483870967744,0.3888888888888889,0.15141258523611464
KCNA4---Cluster1,0.5277777777777778,0.42857142857142855,0.44648829431438125,0.42857142857142855,0.43478260869565216,0.642723245815036
KCNE1L---Cluster1,0.75,0.75,0.6163636363636363,0.6210526315789473,0.6836363636363636,0.5092186689024634
KCNIP3---Cluster2,0.5833333333333334,0.5941558441558441,0.5897832817337462,0.5804195804195804,0.6346749226006192,0.692378422352983
KCNK5---Cluster1,0.4722222222222222,0.4253246753246753,0.4163636363636364,0.41787234042553195,0.44000000000000006,0.745692986102379
KCTD4,0.5,0.5,0.5,0.4984520123839009,0.5625,0.60157493587611
KIAA0040---Cluster1,0.6944444444444444,0.5740740740740741,0.5803571428571428,0.5764705882352941,0.5580357142857143,0.4086054876496053
KIAA1377,0.5,0.4891640866873065,0.4872727272727273,0.474025974025974,0.5163636363636364,0.3813464907047795
KLF11,0.6111111111111112,0.43349753694581283,0.4444444444444444,0.4375,0.3868312757201646,0.7613027692111072
KLHL26---Cluster1,0.8055555555555556,0.7327272727272727,0.7857142857142857,0.7497517378351539,0.7366071428571429,0.4986856139030052
KLHL6---Cluster1,0.7222222222222222,0.696969696969697,0.5709090909090909,0.5566502463054187,0.6945454545454546,0.5808068368413196
LAIR1,0.6111111111111112,0.5927272727272728,0.5809523809523809,0.5785953177257525,0.6285714285714286,0.7429478366916791
LAMA1---Cluster1,0.5555555555555556,0.3125,0.4166666666666667,0.35714285714285715,0.3784722222222222,0.28936757686757686
LAMP3,0.4166666666666667,0.375,0.3857142857142857,0.37777777777777777,0.5015873015873017,0.40152975722455686
LHFPL2---Cluster1,0.6111111111111112,0.5153846153846153,0.5153846153846153,0.5153846153846153,0.676923076923077,0.45467560217560216
LIF---Cluster2,0.6666666666666666,0.5221674876847291,0.5185185185185185,0.5178571428571428,0.6337448559670782,0.39135019664431425
LIMS1,0.5277777777777778,0.5309597523219814,0.53125,0.5274131274131273,0.5968749999999999,0.6760964693201537
LMCD1---Cluster1,0.6388888888888888,0.5166666666666666,0.5109090909090909,0.4994652406417112,0.509090909090909,0.41512493085008295
LMNA---Cluster2,0.6388888888888888,0.5872727272727273,0.5833333333333334,0.5847382431233363,0.7083333333333333,0.5456700706700707
LMO2,0.7777777777777778,0.6995073891625616,0.6666666666666666,0.6785714285714286,0.6831275720164609,0.5527879527879528
LOX---Cluster2,0.6666666666666666,0.6375,0.6964285714285714,0.625,0.65625,0.4498972092722093
LPXN,0.6388888888888888,0.5872727272727273,0.5833333333333334,0.5847382431233363,0.576388888888889,0.4123985947035819
LRFN5---Cluster1,0.5555555555555556,0.5555555555555556,0.5584415584415584,0.55,0.5616883116883117,0.6159290224208267
LRRC4,0.6111111111111112,0.5555555555555556,0.5451505016722409,0.5418181818181819,0.4013377926421405,0.5672278544543075
LRRC61,0.4722222222222222,0.46904024767801855,0.46875,0.46853146853146854,0.47500000000000003,0.5165705653350776
LRRC8E,0.6944444444444444,0.5803571428571428,0.5740740740740741,0.5764705882352941,0.6831275720164609,0.4620370370370371
LSP1---Cluster1,0.5833333333333334,0.5833333333333334,0.5835913312693499,0.5830115830115831,0.5325077399380804,0.5282074863689721
LXN---Cluster1,0.7222222222222222,0.7236363636363636,0.6952380952380952,0.6989966555183946,0.765079365079365,0.7344315234511313
LY75---Cluster1,0.6944444444444444,0.5,0.5,0.48370273794002605,0.6131687242798354,0.42185246315681096
LYPD5,0.5,0.5,0.5,0.48571428571428577,0.5740740740740741,0.5815078481907732
